cell_line,reported_sex,DDX3Y_expression,DDX3Y_expression_category,EIF1AY_expression,EIF1AY_expression_category,KDM5D_expression,KDM5D_expression_category,NLGN4Y_expression,NLGN4Y_expression_category,RPS4Y1_expression,RPS4Y1_expression_category,TMSB4Y_expression,TMSB4Y_expression_category,USP9Y_expression,USP9Y_expression_category,UTY_expression,UTY_expression_category,ZFY_expression,ZFY_expression_category
SCC15_UPPER_AERODIGESTIVE_TRACT,male,14116,high_expression,5534,high_expression,5569,high_expression,894,intermediate_expression,43383,high_expression,228,high_expression,7614,high_expression,4232,high_expression,3077,high_expression
SCC25_UPPER_AERODIGESTIVE_TRACT,male,22,low_expression,6,low_expression,7,low_expression,0,low_expression,48,low_expression,2,low_expression,2,low_expression,4,low_expression,3,low_expression
SCC4_UPPER_AERODIGESTIVE_TRACT,male,9917,high_expression,25,low_expression,12,low_expression,1,low_expression,29367,high_expression,1,low_expression,5460,high_expression,15,low_expression,3073,high_expression
SCC9_UPPER_AERODIGESTIVE_TRACT,male,23949,high_expression,8,low_expression,18,low_expression,675,intermediate_expression,28799,high_expression,73,intermediate_expression,19958,high_expression,4480,high_expression,4000,high_expression
SCLC21H_LUNG,male,24728,high_expression,4138,high_expression,5900,high_expression,862,intermediate_expression,56470,high_expression,310,high_expression,7775,high_expression,3414,high_expression,980,high_expression
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,11,low_expression,4,low_expression,13,low_expression,1,low_expression,30,low_expression,1,low_expression,5,low_expression,4,low_expression,4,low_expression
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,5,low_expression,2,low_expression,2,low_expression,2,low_expression,15,low_expression,3,low_expression,6,low_expression,3,low_expression,2,low_expression
SF126_CENTRAL_NERVOUS_SYSTEM,NA,7,low_expression,5,low_expression,5,low_expression,2,low_expression,36,low_expression,2,low_expression,6,low_expression,2,low_expression,1,low_expression
SF172_CENTRAL_NERVOUS_SYSTEM,female,32,low_expression,9,low_expression,12,low_expression,2,low_expression,52,low_expression,0,low_expression,14,low_expression,4,low_expression,10,low_expression
SF268_CENTRAL_NERVOUS_SYSTEM,NA,4577,high_expression,1865,high_expression,2712,high_expression,636,intermediate_expression,86571,high_expression,150,high_expression,854,high_expression,754,high_expression,2064,high_expression
SF295_CENTRAL_NERVOUS_SYSTEM,female,15,low_expression,4,low_expression,1,low_expression,0,low_expression,20,low_expression,0,low_expression,8,low_expression,3,low_expression,0,low_expression
SF539_CENTRAL_NERVOUS_SYSTEM,NA,26,low_expression,4,low_expression,14,low_expression,2,low_expression,83,low_expression,2,low_expression,7,low_expression,8,low_expression,8,low_expression
SF767_CERVIX,female,14,low_expression,6,low_expression,7,low_expression,1,low_expression,35,low_expression,0,low_expression,6,low_expression,2,low_expression,4,low_expression
SH10TC_STOMACH,NA,16,low_expression,1,low_expression,13,low_expression,57,low_expression,27,low_expression,0,low_expression,8,low_expression,2,low_expression,5,low_expression
SH4_SKIN,female,34,low_expression,6,low_expression,4,low_expression,5,low_expression,62,low_expression,4,low_expression,8,low_expression,7,low_expression,13,low_expression
SHP77_LUNG,male,26,low_expression,7,low_expression,8,low_expression,1,low_expression,43,low_expression,0,low_expression,7,low_expression,6,low_expression,0,low_expression
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,17,low_expression,2,low_expression,2,low_expression,4,low_expression,40,low_expression,2,low_expression,5,low_expression,3,low_expression,3,low_expression
SIHA_CERVIX,NA,29,low_expression,6,low_expression,3,low_expression,1,low_expression,32,low_expression,1,low_expression,9,low_expression,4,low_expression,10,low_expression
SIMA_AUTONOMIC_GANGLIA,male,12463,high_expression,2460,high_expression,3192,high_expression,3983,high_expression,48491,high_expression,132,high_expression,3931,high_expression,1930,high_expression,769,high_expression
SJSA1_BONE,male,17571,high_expression,5172,high_expression,8106,high_expression,2092,high_expression,36479,high_expression,17,low_expression,8442,high_expression,0,low_expression,2622,high_expression
SKBR3_BREAST,female,30,low_expression,2,low_expression,14,low_expression,0,low_expression,79,low_expression,0,low_expression,3,low_expression,8,low_expression,5,low_expression
SKCO1_LARGE_INTESTINE,male,824,high_expression,4078,high_expression,11534,high_expression,8,low_expression,9650,high_expression,195,high_expression,424,high_expression,258,high_expression,484,high_expression
SKES1_BONE,male,15202,high_expression,4210,high_expression,6694,high_expression,1671,high_expression,40247,high_expression,295,high_expression,4528,high_expression,2720,high_expression,3353,high_expression
SKHEP1_LIVER,male,14,low_expression,8,low_expression,1,low_expression,0,low_expression,42,low_expression,0,low_expression,6,low_expression,1,low_expression,2,low_expression
SKLMS1_SOFT_TISSUE,female,13,low_expression,3,low_expression,2,low_expression,0,low_expression,37,low_expression,1,low_expression,11,low_expression,0,low_expression,0,low_expression
SKLU1_LUNG,female,12,low_expression,12,low_expression,8,low_expression,0,low_expression,62,low_expression,2,low_expression,7,low_expression,6,low_expression,9,low_expression
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,4694,high_expression,1232,high_expression,2239,high_expression,352,intermediate_expression,14290,high_expression,44,intermediate_expression,602,high_expression,385,high_expression,391,high_expression
SKMEL1_SKIN,male,17436,high_expression,6594,high_expression,8985,high_expression,1158,intermediate_expression,46087,high_expression,137,high_expression,4152,high_expression,4092,high_expression,2738,high_expression
SKMEL24_SKIN,male,16862,high_expression,5449,high_expression,4712,high_expression,44,low_expression,50853,high_expression,11,low_expression,4345,high_expression,3256,high_expression,3741,high_expression
SKMEL28_SKIN,male,50,low_expression,1654,high_expression,17,low_expression,0,low_expression,17510,high_expression,0,low_expression,21,low_expression,15,low_expression,2023,high_expression
SKMEL30_SKIN,male,18844,high_expression,2735,high_expression,3842,high_expression,1,low_expression,48,low_expression,71,intermediate_expression,2317,high_expression,2828,high_expression,2967,high_expression
SKMEL31_SKIN,female,33,low_expression,10,low_expression,9,low_expression,9,low_expression,81,low_expression,2,low_expression,19,low_expression,15,low_expression,4,low_expression
SKMEL3_SKIN,female,17,low_expression,4,low_expression,8,low_expression,1,low_expression,34,low_expression,0,low_expression,8,low_expression,9,low_expression,2,low_expression
SKMEL5_SKIN,female,7,low_expression,6,low_expression,7,low_expression,0,low_expression,19,low_expression,2,low_expression,1,low_expression,1,low_expression,0,low_expression
SKMES1_LUNG,male,20,low_expression,0,low_expression,9,low_expression,3,low_expression,33988,high_expression,2,low_expression,6193,high_expression,7,low_expression,2403,high_expression
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,19,low_expression,2,low_expression,2,low_expression,1,low_expression,37,low_expression,2,low_expression,6,low_expression,3,low_expression,4,low_expression
SKNAS_AUTONOMIC_GANGLIA,female,15,low_expression,6,low_expression,8,low_expression,3,low_expression,58,low_expression,4,low_expression,13,low_expression,4,low_expression,10,low_expression
SKNBE2_AUTONOMIC_GANGLIA,male,20290,high_expression,4918,high_expression,7669,high_expression,4932,high_expression,63219,high_expression,321,high_expression,8287,high_expression,3098,high_expression,2251,high_expression
SKNDZ_AUTONOMIC_GANGLIA,female,15,low_expression,7,low_expression,14,low_expression,39,low_expression,52,low_expression,3,low_expression,7,low_expression,1,low_expression,0,low_expression
SKNEP1_BONE,NA,23,low_expression,2,low_expression,3,low_expression,13,low_expression,25,low_expression,0,low_expression,5,low_expression,2,low_expression,2,low_expression
SKNFI_AUTONOMIC_GANGLIA,male,22249,high_expression,7501,high_expression,8339,high_expression,2025,high_expression,29631,high_expression,572,high_expression,5563,high_expression,2531,high_expression,2155,high_expression
SKNMC_BONE,female,26,low_expression,14,low_expression,8,low_expression,71,low_expression,82,low_expression,0,low_expression,5,low_expression,12,low_expression,3,low_expression
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,29,low_expression,4,low_expression,1,low_expression,2,low_expression,27,low_expression,1,low_expression,8,low_expression,3,low_expression,1,low_expression
SKNSH_AUTONOMIC_GANGLIA,female,21,low_expression,6,low_expression,12,low_expression,8,low_expression,101,low_expression,2,low_expression,10,low_expression,2,low_expression,9,low_expression
SKOV3_OVARY,female,14,low_expression,2,low_expression,8,low_expression,70,low_expression,35,low_expression,1,low_expression,6,low_expression,0,low_expression,4,low_expression
SKPNDW_BONE,NA,7,low_expression,4,low_expression,5,low_expression,0,low_expression,20,low_expression,0,low_expression,3,low_expression,1,low_expression,1,low_expression
SKRC20_KIDNEY,NA,16,low_expression,4,low_expression,4,low_expression,0,low_expression,31,low_expression,0,low_expression,4,low_expression,2,low_expression,0,low_expression
SKUT1_SOFT_TISSUE,female,33,low_expression,11,low_expression,8,low_expression,8,low_expression,46,low_expression,4,low_expression,6,low_expression,3,low_expression,6,low_expression
SLR20_KIDNEY,NA,28,low_expression,3,low_expression,7,low_expression,0,low_expression,40,low_expression,0,low_expression,11,low_expression,1,low_expression,0,low_expression
SLR21_KIDNEY,NA,13,low_expression,0,low_expression,4,low_expression,4,low_expression,36,low_expression,0,low_expression,5,low_expression,5,low_expression,0,low_expression
SLR23_KIDNEY,NA,9,low_expression,7,low_expression,3,low_expression,0,low_expression,36,low_expression,0,low_expression,13,low_expression,2,low_expression,1,low_expression
SLR24_KIDNEY,NA,22,low_expression,4,low_expression,2,low_expression,4,low_expression,32,low_expression,2,low_expression,8,low_expression,4,low_expression,0,low_expression
SLR25_KIDNEY,NA,25,low_expression,2,low_expression,5,low_expression,0,low_expression,21,low_expression,0,low_expression,12,low_expression,4,low_expression,0,low_expression
SLR26_KIDNEY,NA,15546,high_expression,5127,high_expression,7033,high_expression,4364,high_expression,56576,high_expression,195,high_expression,7802,high_expression,4156,high_expression,1793,high_expression
SNB75_CENTRAL_NERVOUS_SYSTEM,NA,36,low_expression,8,low_expression,13,low_expression,30,low_expression,69,low_expression,3,low_expression,4,low_expression,5,low_expression,3,low_expression
SNGM_ENDOMETRIUM,female,30,low_expression,0,low_expression,7,low_expression,0,low_expression,50,low_expression,0,low_expression,7,low_expression,2,low_expression,0,low_expression
SNU1033_LARGE_INTESTINE,female,30,low_expression,1,low_expression,9,low_expression,1,low_expression,51,low_expression,0,low_expression,9,low_expression,2,low_expression,0,low_expression
SNU1040_LARGE_INTESTINE,male,17959,high_expression,6339,high_expression,4079,high_expression,2,low_expression,76019,high_expression,1397,high_expression,5879,high_expression,1644,high_expression,2107,high_expression
SNU1041_UPPER_AERODIGESTIVE_TRACT,NA,35,low_expression,6,low_expression,11,low_expression,0,low_expression,63,low_expression,2,low_expression,7,low_expression,9,low_expression,2,low_expression
SNU1066_UPPER_AERODIGESTIVE_TRACT,male,11231,high_expression,2865,high_expression,4377,high_expression,764,intermediate_expression,28279,high_expression,204,high_expression,4464,high_expression,4271,high_expression,1433,high_expression
SNU1076_UPPER_AERODIGESTIVE_TRACT,male,11826,high_expression,5031,high_expression,7062,high_expression,2205,high_expression,54825,high_expression,314,high_expression,16129,high_expression,7418,high_expression,3106,high_expression
SNU1077_ENDOMETRIUM,female,59,low_expression,21,low_expression,28,low_expression,0,low_expression,139,low_expression,0,low_expression,13,low_expression,13,low_expression,10,low_expression
SNU1079_BILIARY_TRACT,NA,16267,high_expression,4164,high_expression,7723,high_expression,1930,high_expression,65554,high_expression,124,high_expression,5552,high_expression,3506,high_expression,1482,high_expression
SNU1105_CENTRAL_NERVOUS_SYSTEM,male,6680,high_expression,1692,high_expression,2403,high_expression,1124,intermediate_expression,18162,high_expression,21,low_expression,2248,high_expression,756,high_expression,948,high_expression
SNU1196_BILIARY_TRACT,NA,23,low_expression,6,low_expression,7,low_expression,1,low_expression,39,low_expression,2,low_expression,3,low_expression,3,low_expression,2,low_expression
SNU1197_LARGE_INTESTINE,male,30,low_expression,5,low_expression,15,low_expression,2,low_expression,91,low_expression,1,low_expression,5,low_expression,8,low_expression,2,low_expression
SNU119_OVARY,female,29,low_expression,10,low_expression,15,low_expression,9,low_expression,106,low_expression,3,low_expression,16,low_expression,12,low_expression,10,low_expression
SNU1214_UPPER_AERODIGESTIVE_TRACT,male,34,low_expression,15,low_expression,6,low_expression,22,low_expression,62,low_expression,0,low_expression,6,low_expression,10,low_expression,6,low_expression
SNU1272_KIDNEY,female,27,low_expression,13,low_expression,31,low_expression,4,low_expression,98,low_expression,2,low_expression,10,low_expression,10,low_expression,8,low_expression
SNU16_STOMACH,female,13,low_expression,1,low_expression,4,low_expression,3,low_expression,20,low_expression,0,low_expression,2,low_expression,1,low_expression,2,low_expression
SNU175_LARGE_INTESTINE,female,9,low_expression,3,low_expression,5,low_expression,0,low_expression,28,low_expression,0,low_expression,7,low_expression,3,low_expression,4,low_expression
SNU182_LIVER,male,21481,high_expression,15773,high_expression,5581,high_expression,278,intermediate_expression,48903,high_expression,3,low_expression,7605,high_expression,3152,high_expression,2728,high_expression
SNU1_STOMACH,male,20896,high_expression,8521,high_expression,10432,high_expression,2695,high_expression,67139,high_expression,4,low_expression,3383,high_expression,2300,high_expression,3508,high_expression
SNU201_CENTRAL_NERVOUS_SYSTEM,male,12219,high_expression,4340,high_expression,5929,high_expression,2582,high_expression,27763,high_expression,178,high_expression,5360,high_expression,2002,high_expression,1455,high_expression
SNU213_PANCREAS,male,10301,high_expression,2988,high_expression,2993,high_expression,6,low_expression,37495,high_expression,129,high_expression,6005,high_expression,2111,high_expression,1678,high_expression
SNU216_STOMACH,female,83,low_expression,24,low_expression,25,low_expression,17,low_expression,594,intermediate_expression,3,low_expression,25,low_expression,24,low_expression,24,low_expression
SNU245_BILIARY_TRACT,NA,27,low_expression,6,low_expression,5,low_expression,4,low_expression,75,low_expression,4,low_expression,12,low_expression,5,low_expression,4,low_expression
SNU283_LARGE_INTESTINE,female,21,low_expression,14,low_expression,10,low_expression,9,low_expression,95,low_expression,0,low_expression,20,low_expression,9,low_expression,13,low_expression
SNU308_BILIARY_TRACT,NA,23,low_expression,2,low_expression,12,low_expression,31,low_expression,59,low_expression,4,low_expression,19,low_expression,7,low_expression,7,low_expression
SNU324_PANCREAS,male,35,low_expression,4,low_expression,5,low_expression,0,low_expression,54,low_expression,1,low_expression,6,low_expression,8,low_expression,2,low_expression
SNU349_KIDNEY,male,6252,high_expression,2684,high_expression,2165,high_expression,3072,high_expression,38394,high_expression,75,intermediate_expression,4742,high_expression,4700,high_expression,1423,high_expression
SNU387_LIVER,female,17,low_expression,3,low_expression,4,low_expression,0,low_expression,47,low_expression,0,low_expression,4,low_expression,2,low_expression,1,low_expression
SNU398_LIVER,male,32,low_expression,7,low_expression,6,low_expression,12,low_expression,55272,high_expression,0,low_expression,12,low_expression,6,low_expression,3032,high_expression
SNU407_LARGE_INTESTINE,male,11430,high_expression,3385,high_expression,10497,high_expression,1,low_expression,51050,high_expression,328,high_expression,7662,high_expression,2412,high_expression,1740,high_expression
SNU410_PANCREAS,male,8,low_expression,6,low_expression,8,low_expression,2,low_expression,55,low_expression,6,low_expression,4,low_expression,4,low_expression,1,low_expression
SNU423_LIVER,male,14990,high_expression,10,low_expression,2142,high_expression,344,intermediate_expression,26037,high_expression,71,intermediate_expression,3516,high_expression,1487,high_expression,987,high_expression
SNU449_LIVER,male,633,high_expression,168,intermediate_expression,331,intermediate_expression,140,low_expression,1494,high_expression,19,low_expression,324,high_expression,92,intermediate_expression,58,intermediate_expression
SNU466_CENTRAL_NERVOUS_SYSTEM,male,9188,high_expression,3241,high_expression,4109,high_expression,1320,intermediate_expression,32121,high_expression,93,intermediate_expression,2784,high_expression,2222,high_expression,1668,high_expression
SNU46_UPPER_AERODIGESTIVE_TRACT,male,34,low_expression,11,low_expression,5,low_expression,7,low_expression,63637,high_expression,4,low_expression,13,low_expression,2,low_expression,4535,high_expression
SNU475_LIVER,male,8562,high_expression,2830,high_expression,4854,high_expression,2,low_expression,20012,high_expression,109,high_expression,18,low_expression,1021,high_expression,1040,high_expression
SNU478_BILIARY_TRACT,NA,24,low_expression,8,low_expression,9,low_expression,0,low_expression,39,low_expression,2,low_expression,6,low_expression,10,low_expression,0,low_expression
SNU489_CENTRAL_NERVOUS_SYSTEM,male,10189,high_expression,3009,high_expression,3812,high_expression,1993,high_expression,43931,high_expression,132,high_expression,5180,high_expression,2627,high_expression,1509,high_expression
SNU503_LARGE_INTESTINE,male,21,low_expression,11,low_expression,7,low_expression,10,low_expression,74,low_expression,0,low_expression,7,low_expression,3,low_expression,4,low_expression
SNU520_STOMACH,female,23,low_expression,7,low_expression,9,low_expression,0,low_expression,25,low_expression,3,low_expression,11,low_expression,7,low_expression,2,low_expression
SNU5_STOMACH,female,24,low_expression,10,low_expression,3,low_expression,4,low_expression,79,low_expression,3,low_expression,5,low_expression,4,low_expression,4,low_expression
SNU601_STOMACH,male,4928,high_expression,4948,high_expression,6191,high_expression,9,low_expression,29617,high_expression,212,high_expression,1401,high_expression,2963,high_expression,2725,high_expression
SNU61_LARGE_INTESTINE,male,149,low_expression,47,low_expression,78,low_expression,6,low_expression,286,low_expression,21,low_expression,19,low_expression,43,low_expression,20,low_expression
SNU620_STOMACH,female,25,low_expression,6,low_expression,11,low_expression,0,low_expression,97,low_expression,0,low_expression,16,low_expression,4,low_expression,5,low_expression
SNU626_CENTRAL_NERVOUS_SYSTEM,male,11970,high_expression,8711,high_expression,9037,high_expression,2074,high_expression,31121,high_expression,217,high_expression,4884,high_expression,4036,high_expression,2281,high_expression
SNU668_STOMACH,male,33,low_expression,5,low_expression,9,low_expression,1,low_expression,69,low_expression,3,low_expression,15,low_expression,2,low_expression,7,low_expression
SNU685_ENDOMETRIUM,female,22,low_expression,7,low_expression,12,low_expression,2,low_expression,48,low_expression,8,low_expression,7,low_expression,4,low_expression,4,low_expression
SNU719_STOMACH,male,14,low_expression,3269,high_expression,8063,high_expression,1,low_expression,13854,high_expression,272,high_expression,5,low_expression,2758,high_expression,1436,high_expression
SNU738_CENTRAL_NERVOUS_SYSTEM,male,27,low_expression,2,low_expression,3,low_expression,77,low_expression,67,low_expression,4,low_expression,4,low_expression,9,low_expression,6,low_expression
SNU761_LIVER,male,59,low_expression,12,low_expression,8,low_expression,1,low_expression,107,low_expression,2,low_expression,19,low_expression,14,low_expression,10,low_expression
SNU81_LARGE_INTESTINE,male,54,low_expression,10,low_expression,10,low_expression,5,low_expression,128,low_expression,3,low_expression,22,low_expression,7,low_expression,17,low_expression
SNU840_OVARY,female,11,low_expression,12,low_expression,11,low_expression,5,low_expression,38,low_expression,0,low_expression,6,low_expression,2,low_expression,4,low_expression
SNU869_BILIARY_TRACT,NA,33,low_expression,5,low_expression,7,low_expression,0,low_expression,61,low_expression,0,low_expression,4,low_expression,4,low_expression,12,low_expression
SNU878_LIVER,female,33,low_expression,22,low_expression,24,low_expression,0,low_expression,116,low_expression,5,low_expression,28,low_expression,9,low_expression,5,low_expression
SNU886_LIVER,male,27800,high_expression,7563,high_expression,12163,high_expression,445,intermediate_expression,68346,high_expression,336,high_expression,83,low_expression,4091,high_expression,3922,high_expression
SNU899_UPPER_AERODIGESTIVE_TRACT,male,86,low_expression,14,low_expression,14,low_expression,3,low_expression,174,low_expression,0,low_expression,13,low_expression,13,low_expression,17,low_expression
SNU8_OVARY,female,36,low_expression,4,low_expression,12,low_expression,2,low_expression,56,low_expression,0,low_expression,14,low_expression,8,low_expression,4,low_expression
SNUC1_LARGE_INTESTINE,male,12,low_expression,2,low_expression,4,low_expression,2,low_expression,38,low_expression,0,low_expression,4,low_expression,2,low_expression,2,low_expression
SNUC2A_LARGE_INTESTINE,female,16,low_expression,7,low_expression,10,low_expression,0,low_expression,44,low_expression,1,low_expression,15,low_expression,3,low_expression,2,low_expression
SNUC4_LARGE_INTESTINE,male,15091,high_expression,3829,high_expression,6321,high_expression,2,low_expression,33477,high_expression,738,high_expression,6316,high_expression,21,low_expression,3572,high_expression
SNUC5_LARGE_INTESTINE,female,48,low_expression,13,low_expression,15,low_expression,4,low_expression,115,low_expression,2,low_expression,15,low_expression,7,low_expression,10,low_expression
SQ1_LUNG,NA,15333,high_expression,4499,high_expression,2640,high_expression,8,low_expression,37506,high_expression,1374,high_expression,4040,high_expression,1772,high_expression,2445,high_expression
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,53,low_expression,27,low_expression,24,low_expression,5,low_expression,161,low_expression,0,low_expression,16,low_expression,19,low_expression,9,low_expression
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,123,low_expression,44,low_expression,41,low_expression,3,low_expression,339,low_expression,7,low_expression,52,low_expression,45,low_expression,24,low_expression
STM9101_SOFT_TISSUE,NA,13231,high_expression,2153,high_expression,6588,high_expression,755,intermediate_expression,20598,high_expression,212,high_expression,4537,high_expression,1503,high_expression,1539,high_expression
SU8686_PANCREAS,female,19,low_expression,2,low_expression,16,low_expression,0,low_expression,102,low_expression,3,low_expression,0,low_expression,0,low_expression,2,low_expression
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,13961,high_expression,8475,high_expression,4979,high_expression,1531,high_expression,82292,high_expression,154,high_expression,5017,high_expression,4835,high_expression,1961,high_expression
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,4737,high_expression,4317,high_expression,7380,high_expression,2,low_expression,40974,high_expression,1,low_expression,1110,high_expression,2789,high_expression,851,high_expression
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,15300,high_expression,6953,high_expression,4312,high_expression,13,low_expression,61677,high_expression,104,high_expression,4074,high_expression,4890,high_expression,1529,high_expression
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,53,low_expression,24,low_expression,10,low_expression,18,low_expression,139,low_expression,9,low_expression,20,low_expression,18,low_expression,8,low_expression
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,67,low_expression,16,low_expression,14,low_expression,2,low_expression,176,low_expression,3,low_expression,31,low_expression,14,low_expression,5,low_expression
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,34,low_expression,13,low_expression,10,low_expression,0,low_expression,73,low_expression,1,low_expression,12,low_expression,3,low_expression,1,low_expression
SUIT2_PANCREAS,male,51,low_expression,19,low_expression,24,low_expression,1,low_expression,124,low_expression,5,low_expression,23,low_expression,10,low_expression,12,low_expression
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,25280,high_expression,8548,high_expression,13172,high_expression,1227,intermediate_expression,24343,high_expression,603,high_expression,7484,high_expression,4934,high_expression,3229,high_expression
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,14,low_expression,6,low_expression,5,low_expression,0,low_expression,24,low_expression,1,low_expression,0,low_expression,1,low_expression,2,low_expression
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,80,low_expression,9,low_expression,22,low_expression,1,low_expression,162,low_expression,3,low_expression,17,low_expression,3,low_expression,11,low_expression
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,8052,high_expression,3971,high_expression,4066,high_expression,20,low_expression,17074,high_expression,208,high_expression,3711,high_expression,2168,high_expression,1455,high_expression
SW1088_CENTRAL_NERVOUS_SYSTEM,male,6708,high_expression,2190,high_expression,2103,high_expression,1118,intermediate_expression,18438,high_expression,23,low_expression,2778,high_expression,1008,high_expression,1755,high_expression
SW1116_LARGE_INTESTINE,male,3604,high_expression,1068,high_expression,1451,high_expression,4,low_expression,166,low_expression,303,high_expression,972,high_expression,883,high_expression,730,high_expression
SW1271_LUNG,male,24,low_expression,4,low_expression,4,low_expression,0,low_expression,61,low_expression,0,low_expression,5,low_expression,4,low_expression,4,low_expression
SW1353_BONE,female,46,low_expression,11,low_expression,16,low_expression,43,low_expression,129,low_expression,1,low_expression,15,low_expression,6,low_expression,4,low_expression
SW1417_LARGE_INTESTINE,female,15,low_expression,6,low_expression,5,low_expression,0,low_expression,107,low_expression,0,low_expression,13,low_expression,2,low_expression,7,low_expression
SW1463_LARGE_INTESTINE,female,72,low_expression,38,low_expression,30,low_expression,7,low_expression,287,low_expression,3,low_expression,29,low_expression,9,low_expression,12,low_expression
SW1573_LUNG,female,69,low_expression,22,low_expression,29,low_expression,3,low_expression,166,low_expression,2,low_expression,17,low_expression,17,low_expression,7,low_expression
SW1710_URINARY_TRACT,female,32,low_expression,6,low_expression,20,low_expression,1,low_expression,102,low_expression,5,low_expression,12,low_expression,3,low_expression,3,low_expression
SW1783_CENTRAL_NERVOUS_SYSTEM,male,14431,high_expression,5532,high_expression,3726,high_expression,1239,intermediate_expression,39381,high_expression,10,low_expression,4067,high_expression,1744,high_expression,1912,high_expression
SW1990_PANCREAS,male,30,low_expression,6,low_expression,14,low_expression,0,low_expression,43,low_expression,0,low_expression,7,low_expression,3,low_expression,4,low_expression
SW403_LARGE_INTESTINE,female,67,low_expression,21,low_expression,40,low_expression,2,low_expression,210,low_expression,5,low_expression,32,low_expression,12,low_expression,13,low_expression
SW480_LARGE_INTESTINE,male,18,low_expression,0,low_expression,4,low_expression,0,low_expression,28,low_expression,0,low_expression,6,low_expression,0,low_expression,4,low_expression
SW48_LARGE_INTESTINE,female,71,low_expression,23,low_expression,37,low_expression,8,low_expression,152,low_expression,0,low_expression,25,low_expression,8,low_expression,3,low_expression
SW579_THYROID,male,18,low_expression,4,low_expression,2,low_expression,5,low_expression,31,low_expression,0,low_expression,7,low_expression,1,low_expression,1,low_expression
SW620_LARGE_INTESTINE,male,7,low_expression,5,low_expression,4,low_expression,0,low_expression,24,low_expression,0,low_expression,0,low_expression,1,low_expression,2,low_expression
SW780_URINARY_TRACT,female,167,low_expression,51,low_expression,26,low_expression,11,low_expression,289,low_expression,3,low_expression,75,low_expression,31,low_expression,22,low_expression
SW837_LARGE_INTESTINE,male,107,low_expression,13,low_expression,27,low_expression,3,low_expression,146,low_expression,1,low_expression,68,low_expression,12,low_expression,15,low_expression
SW900_LUNG,male,24,low_expression,4,low_expression,8,low_expression,1,low_expression,48,low_expression,0,low_expression,2,low_expression,6,low_expression,6,low_expression
SW948_LARGE_INTESTINE,female,17,low_expression,4,low_expression,6,low_expression,0,low_expression,34,low_expression,1,low_expression,0,low_expression,5,low_expression,2,low_expression
T173_FIBROBLAST,NA,57,low_expression,11,low_expression,12,low_expression,5,low_expression,127,low_expression,3,low_expression,16,low_expression,10,low_expression,7,low_expression
T24_URINARY_TRACT,female,25,low_expression,2,low_expression,4,low_expression,0,low_expression,40,low_expression,0,low_expression,8,low_expression,5,low_expression,3,low_expression
T3M10_LUNG,male,3441,high_expression,2686,high_expression,1675,high_expression,654,intermediate_expression,42549,high_expression,19,low_expression,4246,high_expression,1861,high_expression,1189,high_expression
T3M4_PANCREAS,male,10,low_expression,2,low_expression,6,low_expression,2,low_expression,27,low_expression,0,low_expression,2,low_expression,6,low_expression,0,low_expression
T47D_BREAST,female,14,low_expression,0,low_expression,0,low_expression,2,low_expression,16,low_expression,3,low_expression,4,low_expression,0,low_expression,2,low_expression
T84_LARGE_INTESTINE,male,23,low_expression,8,low_expression,8,low_expression,0,low_expression,36,low_expression,0,low_expression,20,low_expression,5,low_expression,7,low_expression
T98G_CENTRAL_NERVOUS_SYSTEM,male,1812,high_expression,3038,high_expression,6469,high_expression,689,intermediate_expression,31873,high_expression,28,low_expression,6311,high_expression,1992,high_expression,3012,high_expression
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,13553,high_expression,5840,high_expression,11085,high_expression,19,low_expression,21178,high_expression,322,high_expression,9791,high_expression,3938,high_expression,2819,high_expression
TC71_BONE,male,14133,high_expression,4683,high_expression,2301,high_expression,100,low_expression,41113,high_expression,70,intermediate_expression,2428,high_expression,1518,high_expression,1341,high_expression
TCCPAN2_PANCREAS,female,58,low_expression,17,low_expression,13,low_expression,2,low_expression,115,low_expression,3,low_expression,13,low_expression,2,low_expression,11,low_expression
